,0
2371,"[352, 88, 443, 283, 557, 79, 591, 334, 231, 104]"
2372,"[201, 607, 173, 307, 7, 501, 157, 670, 543, 404]"
2373,"[10, 201, 443, 501, 157, 557, 184, 607, 543, 302]"
2374,"[335, 415, 585, 514, 173, 366, 10, 268, 369, 607]"
2375,"[10, 681, 160, 105, 30, 436, 259, 598, 412, 675]"
2376,"[598, 50, 292, 525, 253, 123, 677, 676, 673, 357]"
2377,"[443, 10, 184, 598, 501, 157, 123, 268, 168, 681]"
2378,"[10, 213, 527, 592, 33, 389, 583, 168, 612, 141]"
2379,"[632, 478, 590, 297, 125, 97, 459, 322, 596, 494]"
2380,"[10, 378, 2, 324, 487, 73, 529, 446, 60, 622]"
2381,"[10, 352, 268, 292, 201, 443, 151, 557, 116, 501]"
2382,"[10, 167, 335, 443, 415, 363, 184, 501, 157, 543]"
2383,"[10, 335, 261, 292, 483, 268, 608, 598, 123, 151]"
2384,"[10, 168, 201, 443, 501, 157, 557, 184, 300, 607]"
2385,"[10, 292, 268, 167, 335, 598, 261, 670, 607, 543]"
2386,"[443, 378, 168, 598, 331, 557, 414, 79, 440, 184]"
2387,"[584, 352, 443, 557, 585, 79, 647, 548, 394, 591]"
2388,"[10, 292, 151, 268, 169, 335, 261, 376, 456, 670]"
2389,"[10, 173, 201, 167, 443, 607, 415, 501, 157, 543]"
2390,"[10, 335, 608, 268, 141, 607, 376, 307, 201, 137]"
2391,"[169, 335, 456, 261, 181, 598, 179, 167, 168, 253]"
2392,"[443, 10, 184, 557, 79, 501, 157, 681, 167, 168]"
2393,"[10, 572, 201, 513, 501, 157, 482, 607, 543, 184]"
2394,"[335, 608, 592, 123, 598, 10, 179, 685, 195, 261]"
2395,"[10, 615, 369, 598, 592, 585, 335, 179, 142, 599]"
2396,"[6, 339, 261, 483, 232, 461, 366, 335, 585, 404]"
2397,"[10, 292, 607, 376, 137, 7, 670, 157, 543, 513]"
2398,"[6, 339, 151, 232, 10, 543, 670, 607, 513, 501]"
2399,"[443, 557, 168, 30, 259, 390, 681, 469, 414, 591]"
2400,"[256, 27, 173, 366, 404, 7, 268, 624, 582, 146]"
2401,"[366, 404, 27, 141, 132, 665, 256, 173, 585, 146]"
2402,"[584, 223, 518, 591, 443, 557, 283, 168, 79, 352]"
2403,"[256, 612, 121, 141, 503, 27, 77, 680, 162, 429]"
2404,"[366, 404, 585, 256, 647, 548, 146, 27, 173, 514]"
2405,"[352, 79, 647, 548, 584, 585, 394, 173, 283, 565]"
2406,"[647, 548, 585, 366, 584, 79, 394, 173, 27, 514]"
2407,"[584, 647, 79, 548, 394, 192, 352, 585, 514, 223]"
2408,"[479, 565, 352, 360, 256, 132, 518, 79, 27, 248]"
2409,"[584, 591, 541, 443, 259, 557, 223, 79, 352, 283]"
2410,"[404, 366, 173, 146, 332, 197, 27, 671, 256, 607]"
2411,"[565, 671, 360, 352, 366, 79, 404, 132, 612, 248]"
2412,"[443, 404, 623, 3, 146, 17, 7, 670, 645, 407]"
2413,"[584, 647, 548, 79, 585, 394, 352, 514, 192, 366]"
2414,"[479, 280, 630, 641, 307, 518, 606, 237, 501, 201]"
2415,"[565, 79, 352, 366, 647, 548, 360, 671, 514, 585]"
2416,"[695, 694, 693, 692, 691, 690, 689, 688, 687, 686]"
2417,"[585, 79, 443, 514, 584, 352, 612, 598, 192, 681]"
2418,"[27, 366, 173, 256, 141, 415, 132, 404, 146, 665]"
2419,"[647, 548, 366, 514, 585, 79, 404, 173, 584, 394]"
2420,"[256, 240, 379, 79, 443, 585, 77, 463, 168, 514]"
2421,"[265, 193, 443, 460, 569, 512, 461, 524, 88, 517]"
2422,"[366, 404, 27, 256, 173, 585, 146, 647, 548, 132]"
2423,"[565, 352, 79, 671, 360, 548, 647, 283, 404, 665]"
2424,"[256, 240, 585, 379, 582, 647, 548, 77, 514, 366]"
2425,"[584, 79, 548, 585, 352, 647, 492, 443, 514, 394]"
2426,"[240, 256, 379, 585, 79, 624, 584, 352, 30, 77]"
2427,"[565, 104, 231, 352, 281, 355, 360, 79, 291, 283]"
2428,"[664, 670, 607, 543, 513, 501, 482, 376, 307, 292]"
2429,"[411, 584, 591, 282, 541, 223, 154, 443, 557, 283]"
2430,"[240, 256, 463, 518, 379, 585, 77, 565, 671, 514]"
2431,"[443, 648, 557, 518, 407, 503, 434, 341, 109, 390]"
2432,"[366, 404, 585, 518, 27, 146, 256, 565, 173, 548]"
2433,"[443, 259, 557, 681, 390, 503, 434, 341, 502, 308]"
2434,"[518, 647, 548, 584, 79, 585, 394, 352, 514, 366]"
2435,"[27, 366, 415, 565, 173, 132, 256, 79, 404, 146]"
2436,"[584, 479, 79, 352, 585, 443, 557, 647, 548, 192]"
2437,"[366, 404, 27, 565, 256, 671, 173, 132, 146, 585]"
2438,"[565, 352, 283, 79, 360, 647, 394, 665, 192, 584]"
2439,"[310, 248, 399, 160, 105, 538, 612, 121, 692, 593]"
2440,"[30, 443, 557, 168, 591, 584, 352, 265, 110, 79]"
2441,"[443, 557, 168, 591, 584, 352, 265, 79, 184, 88]"
2442,"[256, 173, 27, 584, 582, 79, 366, 647, 548, 394]"
2443,"[173, 404, 201, 607, 366, 647, 548, 268, 376, 307]"
2444,"[256, 404, 366, 240, 582, 146, 548, 27, 77, 647]"
2445,"[647, 548, 79, 585, 514, 366, 584, 443, 394, 404]"
2446,"[592, 527, 213, 366, 404, 27, 583, 141, 33, 362]"
2447,"[479, 173, 117, 404, 533, 256, 268, 670, 607, 376]"
2448,"[548, 647, 585, 366, 584, 197, 79, 518, 27, 404]"
2449,"[518, 584, 79, 352, 443, 647, 557, 548, 394, 565]"
2450,"[565, 404, 366, 612, 592, 671, 514, 527, 213, 116]"
2451,"[647, 548, 584, 79, 585, 352, 394, 514, 443, 192]"
2452,"[173, 27, 366, 79, 647, 256, 404, 146, 548, 394]"
2453,"[366, 404, 256, 514, 27, 173, 592, 585, 146, 647]"
2454,"[479, 518, 390, 443, 565, 557, 548, 30, 530, 591]"
2455,"[612, 141, 592, 121, 258, 107, 379, 693, 514, 240]"
2456,"[404, 498, 146, 77, 366, 27, 256, 607, 313, 173]"
2457,"[689, 589, 313, 511, 379, 588, 520, 549, 377, 69]"
2458,"[366, 548, 404, 647, 585, 27, 173, 256, 514, 146]"
2459,"[565, 79, 352, 360, 647, 548, 366, 283, 671, 514]"
2460,"[283, 352, 565, 79, 394, 360, 647, 548, 584, 665]"
2461,"[379, 529, 240, 168, 73, 352, 256, 396, 79, 584]"
2462,"[168, 443, 557, 591, 80, 158, 352, 409, 360, 283]"
2463,"[283, 352, 104, 565, 360, 231, 79, 334, 394, 154]"
2464,"[514, 366, 404, 518, 585, 146, 548, 671, 240, 256]"
2465,"[390, 173, 584, 79, 352, 443, 557, 447, 647, 548]"
2466,"[352, 443, 557, 283, 591, 79, 584, 265, 360, 334]"
2467,"[548, 647, 404, 585, 366, 584, 79, 514, 518, 394]"
2468,"[404, 366, 173, 27, 146, 332, 256, 671, 132, 563]"
2469,"[443, 557, 647, 591, 584, 352, 265, 79, 88, 168]"
2470,"[565, 352, 79, 360, 647, 548, 283, 585, 394, 366]"
2471,"[280, 461, 641, 307, 237, 606, 501, 201, 471, 157]"
2472,"[352, 283, 565, 231, 360, 79, 104, 334, 591, 557]"
2473,"[647, 548, 79, 584, 352, 585, 394, 617, 557, 514]"
2474,"[256, 366, 77, 585, 582, 173, 647, 240, 146, 27]"
2475,"[518, 532, 612, 258, 243, 54, 38, 108, 565, 231]"
2476,"[366, 647, 548, 585, 404, 256, 27, 173, 665, 514]"
2477,"[518, 366, 404, 565, 514, 27, 256, 173, 585, 146]"
2478,"[647, 173, 79, 584, 256, 585, 548, 192, 352, 565]"
2479,"[612, 565, 514, 359, 116, 360, 592, 352, 100, 671]"
2480,"[514, 168, 543, 584, 79, 223, 501, 157, 153, 443]"
2481,"[585, 514, 366, 404, 240, 146, 256, 671, 647, 548]"
2482,"[564, 291, 310, 355, 692, 491, 659, 568, 248, 235]"
2483,"[366, 404, 27, 146, 240, 256, 173, 548, 585, 647]"
2484,"[479, 592, 366, 527, 213, 256, 583, 404, 518, 33]"
2485,"[514, 443, 548, 647, 584, 79, 158, 235, 168, 256]"
2486,"[565, 366, 404, 352, 548, 671, 79, 360, 514, 647]"
2487,"[647, 548, 584, 79, 518, 585, 352, 394, 443, 557]"
2488,"[79, 352, 584, 443, 581, 557, 628, 283, 580, 585]"
2489,"[584, 647, 79, 394, 548, 352, 192, 283, 585, 514]"
2490,"[366, 585, 404, 27, 548, 197, 256, 173, 146, 514]"
2491,"[647, 548, 514, 584, 30, 79, 585, 394, 366, 352]"
2492,"[585, 548, 352, 79, 647, 256, 366, 394, 584, 582]"
2493,"[394, 548, 234, 647, 584, 79, 206, 658, 283, 352]"
2494,"[647, 548, 256, 79, 585, 366, 352, 582, 394, 584]"
2495,"[366, 404, 548, 514, 141, 27, 592, 256, 173, 585]"
2496,"[366, 27, 404, 256, 173, 132, 671, 146, 585, 647]"
2497,"[443, 557, 275, 591, 584, 352, 265, 79, 88, 168]"
2498,"[201, 235, 606, 280, 394, 147, 585, 548, 476, 501]"
2499,"[443, 168, 606, 554, 518, 158, 557, 79, 681, 48]"
2500,"[585, 77, 366, 404, 362, 548, 514, 27, 256, 173]"
2501,"[585, 27, 77, 514, 366, 256, 132, 362, 661, 461]"
2502,"[669, 148, 552, 330, 544, 480, 447, 235, 167, 458]"
2503,"[671, 38, 258, 146, 240, 585, 563, 447, 669, 668]"
2504,"[612, 381, 121, 681, 390, 259, 308, 260, 443, 570]"
2505,"[669, 330, 544, 552, 447, 148, 480, 671, 38, 258]"
2506,"[443, 557, 503, 259, 390, 681, 30, 247, 308, 591]"
2507,"[669, 552, 148, 330, 544, 480, 615, 369, 592, 585]"
2508,"[552, 27, 256, 585, 366, 132, 661, 514, 461, 416]"
2509,"[612, 121, 681, 669, 570, 429, 544, 260, 330, 123]"
2510,"[148, 552, 480, 612, 121, 570, 656, 429, 207, 680]"
2511,"[669, 330, 544, 552, 148, 480, 447, 35, 585, 553]"
2512,"[258, 35, 612, 121, 693, 532, 64, 332, 392, 55]"
2513,"[148, 552, 612, 121, 669, 429, 570, 480, 260, 681]"
2514,"[669, 552, 585, 330, 544, 3, 148, 495, 35, 615]"
2515,"[552, 585, 599, 148, 251, 138, 134, 35, 678, 127]"
2516,"[27, 612, 121, 552, 585, 141, 366, 665, 570, 295]"
2517,"[612, 121, 570, 429, 375, 423, 260, 681, 242, 207]"
2518,"[612, 121, 570, 429, 552, 681, 148, 260, 375, 328]"
2519,"[681, 260, 223, 308, 443, 612, 121, 259, 557, 390]"
2520,"[612, 121, 570, 375, 429, 260, 681, 242, 107, 328]"
2521,"[148, 552, 669, 480, 381, 691, 473, 252, 612, 615]"
2522,"[381, 552, 691, 480, 669, 473, 252, 148, 615, 555]"
2523,"[310, 564, 355, 291, 612, 121, 568, 248, 107, 692]"
2524,"[127, 35, 585, 273, 107, 575, 552, 77, 669, 64]"
2525,"[148, 552, 669, 88, 606, 480, 129, 38, 488, 452]"
2526,"[27, 404, 661, 612, 121, 256, 585, 366, 132, 369]"
2527,"[27, 612, 121, 141, 366, 665, 295, 429, 570, 173]"
2528,"[127, 585, 273, 35, 106, 148, 107, 552, 575, 356]"
2529,"[612, 121, 552, 295, 429, 570, 260, 669, 544, 681]"
2530,"[148, 552, 3, 669, 495, 480, 421, 279, 681, 631]"
2531,"[381, 146, 622, 563, 552, 404, 691, 366, 612, 121]"
2532,"[669, 611, 585, 552, 148, 396, 330, 529, 73, 544]"
2533,"[585, 552, 77, 27, 514, 362, 366, 256, 132, 273]"
2534,"[669, 330, 452, 544, 552, 599, 678, 628, 458, 248]"
2535,"[669, 381, 552, 480, 615, 148, 544, 330, 447, 443]"
2536,"[612, 276, 381, 106, 121, 570, 649, 429, 40, 229]"
2537,"[669, 552, 148, 330, 544, 480, 615, 369, 612, 121]"
2538,"[552, 585, 35, 148, 179, 106, 615, 369, 612, 599]"
2539,"[148, 552, 557, 669, 330, 544, 267, 346, 433, 611]"
2540,"[612, 121, 570, 429, 681, 598, 260, 259, 375, 693]"
2541,"[148, 552, 669, 480, 649, 40, 276, 80, 694, 691]"
2542,"[585, 592, 656, 612, 141, 527, 213, 77, 404, 583]"
2543,"[148, 552, 669, 443, 131, 3, 480, 142, 233, 670]"
2544,"[330, 544, 669, 148, 267, 346, 552, 625, 606, 228]"
2545,"[148, 552, 669, 480, 612, 121, 35, 570, 423, 585]"
2546,"[27, 366, 256, 585, 132, 173, 404, 514, 461, 416]"
2547,"[669, 552, 480, 615, 148, 330, 381, 611, 544, 691]"
2548,"[612, 121, 570, 552, 429, 148, 681, 375, 260, 328]"
2549,"[612, 121, 669, 544, 570, 330, 429, 375, 260, 598]"
2550,"[612, 669, 330, 670, 544, 532, 151, 360, 108, 33]"
2551,"[669, 552, 148, 330, 544, 480, 601, 615, 369, 592]"
2552,"[237, 670, 148, 552, 280, 471, 102, 641, 307, 221]"
2553,"[612, 121, 681, 570, 260, 429, 598, 375, 107, 123]"
2554,"[552, 585, 480, 148, 35, 641, 383, 77, 530, 599]"
2555,"[669, 148, 330, 552, 544, 480, 127, 35, 248, 447]"
2556,"[669, 552, 148, 330, 544, 480, 447, 530, 514, 146]"
2557,"[612, 121, 598, 141, 429, 570, 260, 27, 295, 665]"
2558,"[669, 552, 148, 615, 585, 557, 369, 592, 480, 335]"
2559,"[669, 330, 544, 90, 171, 362, 269, 127, 35, 169]"
2560,"[452, 35, 585, 397, 228, 628, 458, 127, 641, 553]"
2561,"[669, 330, 544, 35, 34, 503, 387, 127, 530, 395]"
2562,"[35, 669, 148, 585, 552, 127, 336, 641, 553, 418]"
2563,"[366, 146, 77, 552, 256, 27, 404, 173, 132, 671]"
2564,"[669, 148, 552, 330, 480, 606, 544, 670, 393, 447]"
2565,"[381, 691, 77, 473, 671, 447, 61, 332, 615, 240]"
2566,"[552, 612, 381, 121, 276, 570, 429, 691, 599, 649]"
2567,"[612, 121, 669, 393, 544, 606, 681, 570, 260, 429]"
2568,"[669, 552, 480, 381, 447, 148, 544, 330, 443, 470]"
2569,"[669, 552, 443, 557, 447, 544, 30, 470, 466, 541]"
2570,"[669, 612, 121, 570, 207, 258, 544, 107, 330, 429]"
2571,"[681, 598, 612, 443, 121, 260, 570, 148, 308, 123]"
2572,"[612, 121, 429, 570, 260, 375, 681, 123, 598, 328]"
2573,"[612, 121, 570, 258, 375, 429, 467, 260, 345, 393]"
2574,"[669, 585, 606, 330, 552, 544, 148, 77, 35, 447]"
2575,"[447, 584, 259, 443, 79, 557, 681, 352, 390, 585]"
2576,"[669, 452, 544, 612, 121, 330, 570, 375, 429, 628]"
2577,"[612, 258, 121, 552, 148, 671, 141, 570, 55, 429]"
2578,"[585, 366, 362, 77, 404, 514, 548, 27, 256, 173]"
2579,"[366, 585, 173, 404, 27, 140, 548, 256, 146, 665]"
2580,"[612, 121, 381, 570, 669, 375, 252, 429, 473, 691]"
2581,"[612, 121, 570, 429, 260, 681, 375, 107, 328, 242]"
2582,"[669, 544, 330, 612, 121, 447, 681, 259, 260, 390]"
2583,"[669, 552, 148, 330, 544, 480, 615, 369, 592, 585]"
2584,"[669, 35, 148, 552, 530, 585, 443, 411, 418, 282]"
2585,"[27, 366, 404, 173, 256, 665, 141, 146, 132, 612]"
2586,"[612, 121, 552, 570, 429, 375, 665, 260, 141, 681]"
2587,"[27, 366, 256, 585, 132, 404, 173, 514, 146, 461]"
2588,"[669, 552, 447, 606, 148, 544, 452, 330, 443, 628]"
2589,"[669, 2, 544, 330, 237, 571, 471, 271, 570, 476]"
2590,"[612, 121, 429, 570, 599, 552, 681, 375, 260, 138]"
2591,"[612, 121, 570, 258, 429, 375, 260, 55, 585, 467]"
2592,"[669, 585, 127, 273, 107, 35, 575, 311, 544, 330]"
2593,"[552, 148, 599, 470, 138, 134, 669, 678, 419, 431]"
2594,"[552, 612, 121, 148, 375, 570, 615, 429, 423, 260]"
2595,"[669, 330, 585, 544, 552, 447, 148, 77, 530, 480]"
2596,"[612, 121, 570, 106, 375, 429, 127, 260, 649, 107]"
2597,"[669, 552, 148, 585, 544, 330, 480, 35, 447, 598]"
2598,"[669, 552, 148, 330, 544, 480, 615, 585, 369, 447]"
2599,"[669, 552, 599, 611, 544, 396, 330, 529, 138, 134]"
2600,"[93, 193, 243, 9, 465, 610, 605, 216, 76, 91]"
2601,"[93, 424, 251, 439, 19, 650, 245, 32, 227, 200]"
2602,"[251, 424, 93, 650, 193, 227, 561, 370, 113, 439]"
2603,"[193, 460, 524, 265, 512, 103, 370, 113, 36, 561]"
2604,"[193, 113, 561, 370, 650, 512, 460, 524, 265, 198]"
2605,"[93, 424, 251, 650, 199, 439, 19, 193, 227, 524]"
2606,"[243, 9, 76, 325, 15, 614, 605, 523, 216, 573]"
2607,"[193, 460, 36, 512, 524, 265, 136, 113, 370, 655]"
2608,"[193, 93, 460, 370, 113, 512, 561, 524, 265, 198]"
2609,"[9, 508, 644, 614, 605, 523, 509, 371, 216, 152]"
2610,"[9, 371, 644, 152, 561, 193, 509, 605, 612, 121]"
2611,"[614, 353, 9, 243, 605, 523, 216, 76, 121, 599]"
2612,"[612, 121, 93, 570, 429, 644, 681, 55, 424, 251]"
2613,"[15, 251, 510, 430, 371, 9, 91, 614, 605, 523]"
2614,"[93, 336, 433, 398, 612, 632, 604, 363, 61, 663]"
2615,"[93, 650, 251, 193, 424, 561, 370, 113, 512, 460]"
2616,"[216, 325, 9, 353, 15, 605, 76, 573, 243, 614]"
2617,"[193, 524, 265, 642, 243, 564, 126, 52, 460, 244]"
2618,"[13, 88, 483, 119, 261, 302, 14, 547, 222, 195]"
2619,"[193, 93, 655, 579, 113, 545, 561, 448, 370, 512]"
2620,"[9, 243, 76, 605, 325, 15, 614, 523, 216, 573]"
2621,"[193, 460, 93, 650, 524, 265, 512, 370, 113, 561]"
2622,"[193, 650, 460, 524, 265, 512, 424, 251, 93, 103]"
2623,"[93, 510, 498, 545, 448, 650, 579, 652, 198, 76]"
2624,"[93, 424, 251, 650, 465, 439, 19, 121, 227, 664]"
2625,"[591, 411, 93, 673, 503, 471, 402, 162, 154, 138]"
2626,"[193, 93, 524, 265, 588, 561, 370, 113, 52, 512]"
2627,"[9, 614, 605, 216, 76, 523, 573, 353, 243, 644]"
2628,"[9, 614, 498, 249, 545, 579, 652, 239, 523, 270]"
2629,"[93, 433, 398, 336, 504, 632, 604, 363, 599, 61]"
2630,"[88, 420, 292, 395, 341, 216, 465, 488, 452, 620]"
2631,"[9, 605, 88, 614, 523, 216, 76, 103, 573, 353]"
2632,"[193, 93, 561, 370, 113, 512, 460, 679, 524, 265]"
2633,"[9, 193, 243, 599, 152, 561, 370, 113, 614, 605]"
2634,"[193, 650, 460, 113, 655, 524, 265, 512, 91, 370]"
2635,"[93, 154, 162, 572, 185, 673, 503, 471, 402, 24]"
2636,"[93, 193, 424, 251, 72, 650, 227, 439, 19, 460]"
2637,"[9, 193, 614, 561, 243, 605, 523, 216, 76, 465]"
2638,"[193, 460, 524, 265, 512, 103, 370, 113, 655, 36]"
2639,"[93, 15, 325, 251, 424, 243, 216, 193, 524, 353]"
2640,"[9, 193, 93, 243, 605, 216, 76, 91, 523, 465]"
2641,"[325, 199, 573, 9, 243, 444, 76, 642, 523, 614]"
2642,"[138, 251, 673, 503, 471, 402, 162, 154, 24, 644]"
2643,"[265, 193, 561, 370, 113, 460, 591, 283, 512, 36]"
2644,"[193, 108, 265, 474, 460, 291, 524, 315, 659, 564]"
2645,"[9, 93, 644, 152, 108, 83, 614, 605, 523, 509]"
2646,"[93, 251, 424, 121, 508, 439, 31, 19, 650, 577]"
2647,"[325, 15, 81, 695, 550, 667, 353, 216, 42, 428]"
2648,"[193, 93, 460, 524, 265, 512, 561, 103, 370, 113]"
2649,"[545, 9, 444, 579, 193, 448, 152, 655, 113, 561]"
2650,"[193, 93, 577, 194, 460, 524, 265, 512, 103, 121]"
2651,"[9, 605, 216, 76, 162, 243, 644, 614, 523, 509]"
2652,"[193, 460, 675, 524, 465, 265, 512, 103, 370, 113]"
2653,"[193, 460, 194, 426, 524, 265, 93, 512, 103, 370]"
2654,"[9, 605, 216, 76, 93, 573, 353, 243, 428, 614]"
2655,"[193, 460, 524, 265, 512, 561, 103, 251, 370, 113]"
2656,"[301, 251, 426, 342, 320, 465, 262, 178, 490, 81]"
2657,"[465, 612, 193, 561, 160, 239, 424, 257, 322, 650]"
2658,"[9, 216, 325, 605, 353, 614, 523, 76, 15, 121]"
2659,"[193, 93, 460, 650, 524, 424, 265, 255, 251, 512]"
2660,"[510, 193, 93, 460, 198, 236, 524, 265, 255, 512]"
2661,"[193, 9, 460, 370, 113, 512, 524, 265, 103, 561]"
2662,"[193, 113, 561, 650, 370, 512, 460, 241, 36, 524]"
2663,"[239, 249, 95, 465, 475, 522, 478, 50, 309, 208]"
2664,"[510, 245, 387, 321, 536, 472, 424, 349, 465, 445]"
2665,"[9, 614, 605, 523, 216, 76, 573, 465, 353, 243]"
2666,"[465, 246, 6, 461, 673, 503, 471, 402, 162, 154]"
2667,"[9, 216, 325, 353, 243, 15, 614, 605, 523, 76]"
2668,"[93, 424, 19, 251, 200, 545, 448, 439, 579, 498]"
2669,"[251, 19, 424, 93, 439, 536, 650, 227, 353, 200]"
2670,"[193, 265, 460, 93, 524, 83, 108, 113, 512, 103]"
2671,"[162, 465, 673, 503, 471, 402, 154, 24, 499, 605]"
2672,"[193, 460, 524, 265, 236, 512, 682, 574, 103, 20]"
2673,"[9, 605, 230, 614, 523, 216, 76, 243, 573, 353]"
2674,"[93, 510, 424, 251, 227, 439, 193, 56, 19, 9]"
2675,"[193, 561, 370, 113, 524, 265, 512, 460, 198, 650]"
2676,"[193, 93, 460, 524, 265, 577, 194, 512, 103, 370]"
2677,"[193, 460, 524, 265, 512, 113, 103, 370, 561, 655]"
2678,"[15, 93, 121, 430, 510, 508, 31, 577, 194, 446]"
2679,"[465, 243, 9, 694, 605, 216, 76, 325, 445, 573]"
2680,"[9, 243, 76, 614, 605, 523, 216, 93, 573, 353]"
2681,"[193, 121, 61, 577, 194, 20, 230, 460, 139, 682]"
2682,"[599, 181, 640, 636, 603, 156, 661, 549, 464, 298]"
2683,"[612, 121, 465, 461, 227, 184, 570, 375, 599, 429]"
2684,"[9, 93, 605, 216, 76, 243, 573, 353, 15, 614]"
2685,"[251, 93, 424, 439, 19, 227, 650, 200, 56, 230]"
2686,"[93, 299, 590, 29, 492, 211, 166, 420, 242, 97]"
2687,"[599, 39, 588, 673, 503, 471, 402, 162, 154, 24]"
2688,"[650, 193, 673, 460, 524, 499, 265, 512, 103, 370]"
2689,"[216, 325, 9, 353, 15, 614, 605, 523, 76, 573]"
2690,"[465, 673, 503, 471, 402, 162, 154, 24, 461, 499]"
2691,"[193, 599, 460, 465, 524, 265, 512, 650, 103, 370]"
2692,"[9, 243, 614, 605, 523, 216, 76, 325, 573, 353]"
2693,"[9, 614, 605, 523, 216, 76, 152, 573, 353, 243]"
2694,"[88, 483, 13, 644, 119, 196, 302, 421, 261, 495]"
2695,"[193, 93, 524, 265, 577, 460, 194, 512, 52, 244]"
2696,"[599, 213, 671, 306, 146, 141, 527, 592, 682, 371]"
2697,"[93, 510, 424, 251, 198, 439, 196, 19, 644, 227]"
2698,"[9, 498, 545, 614, 91, 249, 579, 523, 243, 652]"
2699,"[193, 93, 460, 524, 265, 103, 512, 561, 370, 113]"
2700,"[34, 127, 592, 66, 126, 527, 213, 355, 692, 107]"
2701,"[127, 35, 273, 107, 527, 213, 592, 585, 575, 33]"
2702,"[291, 659, 564, 127, 34, 551, 553, 252, 126, 210]"
2703,"[448, 498, 291, 545, 659, 564, 281, 252, 692, 127]"
2704,"[284, 564, 291, 126, 202, 544, 327, 626, 128, 37]"
2705,"[252, 384, 668, 127, 291, 112, 659, 564, 551, 66]"
2706,"[498, 545, 281, 692, 291, 448, 659, 564, 610, 652]"
2707,"[448, 579, 527, 498, 128, 291, 652, 126, 545, 553]"
2708,"[236, 64, 671, 146, 54, 648, 345, 102, 287, 221]"
2709,"[327, 38, 671, 433, 240, 228, 284, 258, 563, 146]"
2710,"[106, 612, 121, 127, 40, 276, 242, 570, 429, 390]"
2711,"[193, 34, 291, 236, 474, 659, 564, 355, 126, 460]"
2712,"[443, 70, 163, 223, 427, 584, 79, 283, 495, 88]"
2713,"[252, 291, 659, 564, 127, 281, 210, 112, 66, 568]"
2714,"[34, 626, 23, 126, 85, 202, 127, 355, 252, 128]"
2715,"[291, 659, 564, 127, 474, 252, 210, 112, 66, 553]"
2716,"[228, 397, 551, 284, 139, 291, 564, 127, 631, 316]"
2717,"[127, 291, 106, 612, 121, 659, 564, 258, 553, 693]"
2718,"[626, 23, 34, 291, 202, 355, 127, 659, 564, 35]"
2719,"[585, 77, 38, 240, 310, 287, 273, 671, 575, 248]"
2720,"[291, 355, 659, 564, 112, 126, 127, 310, 66, 210]"
2721,"[252, 127, 66, 281, 417, 34, 553, 627, 397, 487]"
2722,"[291, 659, 564, 127, 252, 281, 112, 66, 210, 474]"
2723,"[420, 291, 564, 355, 659, 210, 652, 541, 675, 402]"
2724,"[121, 612, 570, 429, 308, 681, 375, 260, 693, 242]"
2725,"[291, 659, 564, 355, 126, 210, 34, 519, 252, 112]"
2726,"[355, 585, 671, 112, 474, 291, 126, 668, 649, 38]"
2727,"[252, 127, 281, 112, 568, 551, 474, 66, 659, 627]"
2728,"[474, 291, 659, 564, 127, 355, 210, 112, 40, 310]"
2729,"[252, 291, 659, 564, 127, 210, 112, 551, 553, 66]"
2730,"[404, 366, 671, 146, 27, 585, 256, 548, 132, 173]"
2731,"[551, 417, 228, 519, 252, 127, 281, 610, 564, 631]"
2732,"[127, 66, 291, 281, 252, 659, 564, 553, 626, 627]"
2733,"[291, 659, 564, 355, 126, 34, 448, 252, 210, 112]"
2734,"[231, 40, 649, 360, 106, 283, 272, 612, 104, 474]"
2735,"[671, 38, 565, 360, 258, 146, 240, 474, 585, 563]"
2736,"[563, 228, 631, 146, 671, 139, 433, 316, 622, 348]"
2737,"[308, 135, 34, 373, 570, 683, 126, 38, 553, 127]"
2738,"[474, 291, 626, 659, 564, 355, 112, 210, 126, 128]"
2739,"[366, 404, 27, 256, 146, 362, 173, 585, 647, 548]"
2740,"[252, 291, 127, 659, 564, 474, 66, 210, 112, 34]"
2741,"[127, 35, 637, 585, 575, 273, 107, 641, 553, 473]"
2742,"[474, 158, 29, 168, 204, 659, 88, 107, 488, 174]"
2743,"[23, 34, 626, 127, 252, 202, 85, 355, 126, 128]"
2744,"[443, 88, 681, 557, 79, 346, 586, 158, 168, 275]"
2745,"[34, 448, 23, 579, 281, 126, 127, 252, 498, 128]"
2746,"[160, 127, 35, 105, 585, 575, 273, 107, 144, 631]"
2747,"[291, 448, 545, 498, 112, 127, 659, 564, 252, 210]"
2748,"[553, 291, 659, 564, 355, 252, 126, 210, 112, 448]"
2749,"[498, 237, 652, 579, 545, 448, 471, 37, 271, 157]"
2750,"[363, 388, 612, 121, 423, 277, 570, 375, 637, 654]"
2751,"[599, 138, 134, 678, 614, 251, 239, 414, 213, 173]"
2752,"[612, 121, 570, 429, 397, 260, 693, 89, 681, 375]"
2753,"[29, 168, 158, 473, 367, 470, 657, 391, 552, 546]"
2754,"[193, 34, 460, 113, 524, 265, 512, 474, 103, 20]"
2755,"[649, 40, 276, 483, 119, 229, 397, 580, 593, 261]"
2756,"[498, 448, 545, 281, 291, 252, 652, 579, 659, 564]"
2757,"[291, 355, 659, 564, 126, 112, 310, 474, 551, 210]"
2758,"[592, 223, 687, 168, 585, 583, 527, 213, 584, 625]"
